Airport Code,Latitude,Longitude
HYS,38.85,-99.266667
AWM,35.133333,-90.183333
CJI,24.033333,-54.1
DNX,12.0,35.5
BCC,57.6175,-155.867222
YXX,49.025278,-122.360556
YOC,67.566667,-139.85
BWB,-20.8,115.383333
CRL,50.46,4.452778
CGH,-23.626667,-46.655278
YFJ,58.45,-1.716667
GHD,9.166667,35.833333
KKG,5.216667,-59.0
SOO,61.3,17.05
KEI,-6.533333,139.3
PDG,-0.786944,100.280556
NKU,-29.933333,28.433333
MHV,35.483333,-118.2
PSK,37.116667,-80.683333
DGP,55.933333,29.683333
LFW,6.166667,1.25
BMW,21.133333,1.066667
PGI,-7.35,20.95
CGV,-32.266667,125.466667
SVF,8.033333,2.483333
YME,48.85,-67.55
YYI,50.033333,-100.2
GJA,16.5,-85.925
FNJ,39.224167,125.670278
CUU,28.683333,-106.0
MQG,62.366667,6.433333
GDN,54.3775,18.466111
WYB,55.916667,-131.8
WWP,56.116667,-133.125
CHU,61.666667,-159.25
FXE,26.183333,-80.166667
SZR,42.433333,25.616667
XYD,46.235278,5.151667
EUM,54.166667,9.983333
CDD,15.316667,-83.583333
GJR,65.983333,-21.35
CFF,-8.766667,18.0
JHQ,-20.283333,148.75
GNZ,-21.7,21.666667
CSS,-19.15,-51.75
PLW,-0.833333,119.841667
MPK,34.761111,126.386111
POU,41.633333,-73.883333
MRY,36.583333,-121.85
RRL,-34.683333,149.216667
MML,44.444167,-95.82
PJB,34.261111,-111.341667
KOG,14.1,105.833333
ROB,6.252778,-10.35
SVD,13.25,-61.366667
YNB,24.083333,38.05
WRZ,6.254444,81.235278
PBS,7.9,98.283333
BTZ,40.2325,29.009444
ARB,42.223056,-83.745556
TUQ,13.066667,-3.066667
VXE,16.85,-24.966667
KEM,65.783333,24.583333
GNI,23.1,121.466667
NRL,59.366667,-2.433333
BZN,45.7775,-111.153056
OWB,37.75,-87.166667
BIG,64.0,-145.733333
SMX,34.9,-120.45
WAA,65.666667,-168.083333
HND,35.552222,139.779722
FTU,-25.033333,46.95
TLC,19.336944,-99.566111
NLK,-29.041667,167.938611
WEP,-8.666667,141.136111
CEE,59.283333,38.066667
VOZ,51.814167,39.229722
OKN,-0.7000000000000000,13.783333
ZHM,24.398611,91.921111
LEC,-24.623889,-48.027778
NKS,4.95,9.933333
YHY,60.85,-115.766667
YAG,48.6,-93.4
RSA,-36.616667,-64.283333
BSB,-15.871111000000000,-47.918611
PKZ,15.133333,105.783333
AYO,2.05,33.75
AHS,15.441667,-84.425
LCI,43.566667,-71.416667
OGB,33.45,-80.85
PJS,60.05,-148.066667
KLB,-14.966667,22.683333
PYE,-9.016667,-158.033333
FRF,49.683333,10.533333
GAS,-0.463611,39.648333
SLW,25.55,-100.933333
FGL,-43.4,170.033333
KLG,61.533333,-160.366667
XZU,37.716667,28.966667
BLK,53.771667,-3.028611
BWD,31.8,-98.95
YWK,52.916667,-66.866667
OSR,49.696111,18.110833
DAV,8.390833,-82.435
GWO,33.5,-90.2
MTW,44.116667,-87.666667
MYR,33.7,-78.966667
ENE,-8.833333,121.65
KTH,27.666667,88.516667
CFD,18.433333,-77.466667
NLC,36.333056,-119.951944
AIC,7.1,171.233333
WWK,-3.6,143.666667
ARW,46.166667,21.25
SKX,54.166667,45.166667
KCM,37.538889,36.953333
ATT,61.0,-162.75
LEX,38.036389,-84.605833
VLA,38.95,-89.083333
CLX,-25.333333,-57.666667
GTS,-26.966667,133.616667
XCL,58.383333,-109.516667
CZX,31.7,119.966667
MZM,50.066667,3.066667
KKR,-15.75,-146.7
TKM,17.216667,-89.633333
BZA,13.95,-84.6
RKP,28.083333,-97.033333
FID,41.266667,-72.033333
FTL,61.866667,-162.033333
YSL,47.183333,-67.9
YVV,44.745833,-81.107222
GGD,-18.7,139.25
MBP,-5.975,-77.016667
RAY,55.85,-5.05
TDD,5.416667,-71.666667
YKU,53.816667,-79.0
MUR,4.183333,114.316667
SYG,78.0,20.0
TDZ,6.533333,-75.783333
KGB,-6.133333,147.65
MHY,-9.0,141.416667
POD,16.666667,-14.966667
DUR,-29.97,30.950556
OUH,-33.6025,22.188333
JGL,33.885,-84.462778
CCL,-26.783333,150.616667
KPS,31.066667,152.766667
WEW,-30.233333,149.433333
OTH,43.416667,-124.25
PSQ,29.483333,31.066667
QCE,49.3,-1.5
BHN,14.783333,45.733333
TEY,65.866667,-23.5
YGK,44.233333,-76.583333
YSC,45.433333,-71.683333
YUD,53.983333,-76.533333
LHW,36.016667,103.75
TTM,4.366667,-74.183333
ABJ,5.25,-3.933333
EFB,58.0,-135.733333
CWO,-5.133333,137.533333
BAS,-7.983333,155.9
NHK,38.286111,-76.411667
PRL,60.208333,-147.819444
FPR,27.483333,-80.366667
YBC,49.2,-68.266667
YGY,62.116667,-74.616667
DIV,5.833333,-5.366667
QSG,54.966667,9.783333
WND,-28.266667000000000,121.833333
MIS,-10.689167,152.838333
EIE,58.466667,92.116667
SPC,28.683333,-17.75
DJG,24.45,9.5
BXF,64.233333,12.5
BVB,2.833333,-60.683333
JZH,32.836944,103.681944
MHF,1.75,-69.916667
CUE,-2.9,-78.966667
ENF,68.35,23.416667
HOI,-18.2,-140.816667
MJL,-1.816667000000000,10.883333
MYZ,-14.1,34.533333
ELD,33.216667,-92.816667
MNZ,38.716667,-77.516667
MRK,25.933333,-81.716667
NUW,48.351667,-122.655833
LEB,43.633333,-72.316667
TSQ,10.166667,-70.25
YMO,51.291111,-80.607778
JJN,24.9,118.583333
LPN,-6.583333,146.45
KZO,44.852778,65.509167
TRW,1.381667,173.146944
AXM,4.516667,-75.666667
PRG,50.066667,14.433333
ACC,5.6,-0.166666999999999
KHD,31.289167,54.963611
KAE,56.966667,-133.95
PCQ,18.492778,102.417222
RAG,-37.8,174.883333
ZXT,40.45,50.066667
UAE,-6.233333,144.65
FAR,46.916667,-96.816667
NRI,36.566667,-94.85
DBV,42.561389,18.268333
LBY,47.289444,-2.346389
FSL,-18.2,125.75
SHT,-36.433333,145.4
YLG,-28.35,116.666667
ASV,-2.633333,37.25
SEB,26.986944,14.4725
MBV,-6.35,147.633333
BPG,-15.85,-52.383333
XRR,61.983333,-132.45
XNN,36.549722,101.75
CST,-17.619444,177.122222
SVW,61.083333,-155.566667
WOW,61.75,-150.05
JEM,37.95,-122.336111
JLN,37.151944,-94.498333
MYK,61.366667,-142.683333
GNT,35.15,-107.866667
RYO,-51.6,-72.216667
EIH,-18.5,144.1
ZAU,52.6,14.466667
GND,12.004167,-61.786111
KTO,4.65,-59.816667
BKB,28.016667,73.3
STK,40.616667,-103.266667
ITK,-9.516667,147.3
KKD,-8.883333,147.733333
OZP,13.816667,-88.716667
HYA,41.669444,-70.280278
FIH,-4.385833,15.444444
JKT,6.133333,106.666667
KSG,-6.35,146.716667
KYA,37.983333,32.566667
BPT,30.083333,-94.1
RSN,32.516667,-92.616667
XCO,-38.333333,143.583333
ORZ,18.066667,-88.558333
YVQ,65.283333,-126.8
TOQ,-22.083333,-70.2
NVA,2.933333,-75.283333
XZN,46.4,5.833333
BOX,-16.083333,136.3
BSC,6.183333,-77.4
LVP,26.8,53.25
EVW,41.35,-111.016667
HON,44.383333,-98.233333
IRK,40.1,-92.55
MYN,15.483333,45.333333
XLB,58.6175,-101.468889
KRF,62.883333,17.833333
BBF,42.5,-71.183333
KKH,59.966667,-162.75
SLO,38.616667,-88.933333
MUT,41.363889,-91.144722
MCB,31.15,-90.433333
EPL,48.333333,6.069444
CAP,19.783333,-72.2
PAP,18.583333,-72.3
IXE,12.961389,74.89
CDP,14.516667,78.783333
KER,30.266667000000000,56.966667
AGW,-12.15,142.15
ZSA,24.059722,-74.533056
YIB,48.75,-91.616667
NWP,47.3,-54.0
TGE,46.966667,17.083333
LAG,10.533333,-67.033333
YFH,51.55,-87.983333
TUF,47.418056,0.723055999999999
WUU,7.733333,27.983333
HAC,33.166667,139.8
JAS,30.916667,-94.016667
GKN,62.166667,-145.466667
JAC,43.6,-110.733333
SDF,38.174444,-85.736111
JCK,-20.583333,141.7
ONR,-24.816667,140.533333
MBF,-22.583333,149.466667
SSP,-13.983333,143.55
YCF,50.066667,-124.933333
TPH,38.06,-117.086944
SUJ,47.7,22.883333
UUD,51.833333,107.5
SJC,37.352778,-121.919444
OCN,33.217222,-117.352778
FME,19.833333,-72.5
ICK,5.933333,-56.983333
CKC,49.416667,32.0
KHU,49.1,33.45
LDW,-17.583333,126.833333
MRT,-14.816667,133.7
AKW,36.583333,46.616667
SAJ,25.166667,91.425
XGG,14.433333,-0.233332999999999
AUC,7.066667,-70.733333
ABU,-9.333333,124.9
VBS,45.428889,10.330556
FOG,41.416667,15.533333
XVY,41.966667,12.666667
MGK,20.283333,98.9
BHP,27.166667,87.05
CLW,50.433333,-93.45
TEP,-5.95,146.566667
LAV,-13.916667,-172.0
CIG,40.5,-107.583333
TLR,39.156389,-119.326111
RFG,-41.066667,-72.466667
ALX,32.933333,-85.95
YXJ,56.233333,-120.733333
YMR,47.85,3.683333
GAO,20.084722,-75.158611
DSD,16.333333,-61.016667
ACZ,31.0,61.25
KRU,-8.3,147.083333
KNH,24.420556,118.344444
MZC,0.783333,11.566667
TAR,40.616667,17.25
NOG,18.816667,-97.166667
SCX,16.166667,-95.2
SFW,8.533333,-81.083333
TUZ,-0.183333,-50.05
VOT,-20.4,-49.983333
YVZ,52.666667,-94.5
OPI,-12.333333,133.083333
NAS,25.038889,-77.466111
GBU,14.926389,35.888889
KFS,41.272778,22.894722
UNG,-6.116667,141.291667
TGI,-9.166667,-76.0
PAN,6.783333,101.166667
HAP,-19.166667,147.666667
MVQ,53.95,30.133333
RTN,36.733333,-104.5
HRC,48.466667,70.466667
HZH,32.783333,106.666667
SMC,8.166667,-77.05
SSL,1.466667,-72.233333
CKV,36.621944,-87.415
FRG,40.733333,-73.416667
HTN,40.5,78.5
ADZ,12.583333,-81.7
SMR,11.136111,-74.216667
TOZ,9.3,-6.916667
TPX,-16.283333,-1.833333
OXB,11.894722,-15.653611
WMX,-4.083333,138.933333
KSS,11.316667,-5.666667
REY,-14.316667,-67.266667
YNE,53.983333,-97.8
BKH,22.024722,-159.789444
PLO,-34.6,135.883333
PTJ,-38.383333,141.633333
XMY,-10.483333,142.45
MKV,-25.966667,133.2
KYI,-31.483333,131.866667
SAQ,25.05,-78.033333
LAJ,-27.8,-50.316667
BCL,10.783333,-83.583333
STI,19.406111,-70.604722
TPN,-0.7000000000000000,-76.35
NQY,50.440556,-5.995278
JSS,37.333333,23.25
ORK,51.847222,-8.497222
BKO,12.633333,-8.016667
NOM,-6.65,142.116667
XJD,25.117222,51.315
ZSE,-21.333333,55.483333
MUV,29.483333,31.066667
ZRD,48.166667,-65.833333
SKK,64.383333,-161.1
TIO,21.683333,94.1
HRA,34.333333,73.2
YBM,56.7,-137.133333
BVD,53.733333,-166.316667
RNS,48.066667,-1.733333
JEG,68.721944,-52.784722
JJU,60.75,-46.0
LDH,-31.516667000000000,159.05
ERN,6.666667,-69.833333
YZC,56.166667,-120.416667
DAS,66.0,-1.0
WBO,-21.6,45.133333
LIT,34.729444,-92.224444
HYN,28.416667,122.366667
PCC,1.916667,-75.166667
JPU,48.733333,2.55
ANE,47.560278,-0.312222
UNU,43.426389,-88.703889
GCK,37.933333,-100.733333
ART,43.983333,-76.016667
MFM,22.149444,113.591667
BAJ,-4.883333,149.133333
MPX,-4.9,141.616667
CLJ,46.785278,23.686111
NGL,-14.1,32.65
MBI,-8.916667,33.466667
HRG,27.178333,33.799444
HZB,50.616667,2.65
OKL,-3.683333,137.483333
PKN,-2.7,111.666667
EVH,-29.1,153.416667
AAX,-19.568056,-46.929167
AAV,6.366944,124.751389
DAR,-6.875556,39.201944
PIB,31.467222,-89.336944
MWC,43.110278,-88.034167
PIE,27.910556,-82.6875
TMO,7.233333,-61.516667
KBN,-6.116667,24.533333
QUF,59.715,24.710833
BFJ,-17.55,177.683333
TJS,-0.30000000000000000,100.6
PMO,38.175833,13.091111
WPB,-15.55,47.666667
AGT,-25.455556,-54.843611
SVE,40.4,-120.65
TCL,33.220556,-87.611389
TYT,48.016667,-4.583333
CXA,7.626111,-66.165
BSW,60.4,-146.133333
YCC,45.1,-74.566667
KDB,-31.2,121.666667
CYG,-36.25,147.9
TBY,-26.05,22.45
CSW,-22.816667,-51.95
XBR,44.583333,-75.683333
YBW,51.103056,-114.374444
XTF,39.142222,117.176667
SNJ,22.085278,-84.150278
NUE,49.498611,11.066944
CIQ,14.8,-89.55
SGX,-10.683333,35.583333
BYQ,3.466667,117.866667
ZHC,29.483333,31.066667
MDP,-5.866667,147.7
PNK,-0.05,109.383333
SVQ,37.433333,-5.9
SNF,10.280278,-68.753889
YRF,53.716667,-57.0
YAZ,49.082222,-125.7725
SXJ,42.816667,90.233333
SIA,34.366667,108.7
LOH,3.883333,-79.233333
HVK,65.7,-21.7
FYN,45.0,90.008333
SZW,53.426944,11.783333
GSH,41.583333,-85.833333
MJQ,43.616667,-95.016667
EST,43.4,-94.833333
WBB,63.5,-162.266667
MFU,-13.066667,31.766667000000000
BFV,15.227222,103.250556
AIA,42.066667,-102.8
COW,-33.45,-57.733333
MPD,25.533333,69.016667
EGA,-6.916667,146.1
CGM,9.25,124.666667
RIN,-8.2,157.033333
HUV,61.733333,17.116667
WSH,40.783333,-72.916667
AWA,6.966667,38.402778
JTY,36.58,26.375833
JAV,69.25,-51.0
SUY,66.016667,-23.833333
BJA,36.75,5.083333
VCF,-40.7,-66.15
LWN,40.716667,43.833333
GYA,-10.8,-65.383333
PHI,-2.516667,-45.083333
LKA,-8.35,122.983333
IOU,-22.416667,166.8
GYM,27.966667,-110.933333
SAB,17.583333,-63.333333
KUQ,-7.133333,143.266667
RKD,44.066667,-69.1
OZA,30.735278,-101.202778
TUS,32.116111,-110.941111
ORX,-1.666667,-55.833333
JDZ,29.266667000000000,117.183333
NVS,47.0,3.15
STN,51.883333,0.233332999999999
DOV,39.129444,-75.466111
PUB,38.283333,-104.5
CVM,23.716667,-98.866667
TUW,-8.116667,139.033333
TLD,-22.833333,28.0
TLZ,-18.166667,-47.95
YTI,46.475556,14.560278
AMC,11.033333,20.266667000000000
LLG,-17.133333,144.533333
SIX,-32.566667,151.166667
PNL,36.816667,11.966667
SJU,18.439444,-66.001944
KGI,-30.789444,121.461667
HBI,25.5,-76.75
YQN,50.166667,-86.7
BVE,45.15,1.466667
JHS,66.933333,-53.7
EYS,3.216667,35.966667
LEF,-29.783333,28.583333
PAU,21.45,94.516667
THZ,10.85,15.35
RBG,43.233333,-123.35
BGS,-18.516667000000000,124.266667
YZP,53.25,-131.816667
EPS,19.190278,-69.429722
BCO,5.783333,36.55
BMM,2.075556,11.493333
CWG,32.833333,-84.883333
XQC,33.940278,44.361667
WAM,-17.8,48.433333
IFP,30.733333000000000,72.816667
ZRF,-32.85,24.166667
WEA,32.75,-97.783333
ANQ,41.633333,-85.0
LCR,-0.733333,-73.016667
NOR,65.15,-13.7
ZMO,44.5,10.9
LGA,40.766667,-73.866667
FUL,33.866667,-117.966667
SCB,41.666667,-96.65
CHJ,-20.2,32.633333
USK,65.95,57.4
ACE,28.945556,-13.605278
XYC,58.018611,13.101389
TSA,25.069722,121.5525
SXI,25.916667,54.533333
WTE,9.45,170.033333
FLT,62.45,-158.0
FAT,36.766667,-119.716667
IGM,35.25,-113.933333
SSI,50.933333,5.95
SYR,43.116667,-76.116667
AYR,-19.666667,147.366667
HIP,-21.316667,138.3
YMA,63.616667,-135.866667
BXH,46.883333,75.016667
ULN,47.843056,106.766667
TTU,35.594444,-5.32
BEF,12.033333,-83.983333
PJG,26.95,64.133333
VAI,-2.683333,141.3
ARH,64.566667,40.533333
YTC,57.2,-127.15
YYJ,48.65,-123.433333
YQI,43.826944,-66.088056
TCC,-5.6,-42.65
KOO,-5.4,27.0
PML,55.983333,-160.533333
CZC,42.483333,12.65
MDR,63.1,-154.716667
AUU,-13.353889,141.720833
BHJ,23.287778,69.670278
KSM,62.05,-163.183333
ILO,10.713056,122.545278
MAH,39.8625,4.218611
GXH,51.416667,-1.7000000000000000
CHQ,35.531667,24.149722
CSU,-29.716667,-52.433333
RNU,5.95,116.666667
EJT,6.133333,171.916667
BBR,16.166667,-61.75
IXT,28.066667,95.366667
TOY,36.648333,137.1875
NBO,1.316667,36.933333
KET,21.3,99.616667
LHU,-17.833333,23.0
SBE,-6.083333,142.3
XSC,21.5,-71.5
TRP,39.983333,25.266667000000000
KPR,58.483333,-152.583333
KTB,-36.777778,174.776944
POO,-21.841389,-46.5675
ISD,2.441667,-77.966667
LXR,25.683333,32.7
LLT,-37.691667,145.366667
FUG,32.866667,115.7
ACL,4.75,-73.0
CHP,65.466667,-144.583333
IOW,41.639167,-91.546389
RED,40.683333,-77.616667
ONT,34.056111,-117.601111
OUI,20.25,100.433333
OHT,33.566667,71.45
AXE,-26.883333,-52.383333
VYD,-27.783333,30.8
BMC,41.533333,-112.05
SVN,32.01,-81.145556
DNC,7.262778,-8.159722
GOA,44.43,8.8375
YPL,51.5,-90.15
JOS,9.639722,8.869167
SIL,-9.116667,148.4
BQN,18.416667,-67.15
KMW,57.75,40.933333
FES,13.483333,-88.75
XEZ,59.2,17.616667
BKZ,-1.3,31.8
TNL,50.016667,23.916667
ACY,39.466667,-74.583333
OSX,33.083333,-89.55
SLQ,61.7,-157.116667
NDV,12.15,36.366667
ARG,36.116667,-90.916667
ACX,25.05,104.983333
ZDM,32.271944,35.019444
RGH,25.216667,88.783333
TRA,24.65,124.7
GTF,47.5,-111.366667
HBO,40.166667,-95.95
CVH,-37.916667,-71.013889
AYK,50.316667,66.966667
TNG,35.731944,-5.901667
LNQ,-10.433333,150.15
MGY,39.588889,-84.224722
ILG,39.683333,-75.6
CUH,35.983333,-96.766667
NPT,41.6,-71.416667
TKA,62.320556,150.093611
PUN,-1.366667,26.333333
PNY,11.968611,79.81
LUQ,-33.266667,-66.333333
OKB,-25.0,153.283333
MTR,8.766667,-75.866667
DVK,64.511389,-110.289444
HRR,3.216667,-75.85
DEP,31.016111,50.073889
CLM,48.133333,-123.5
MXG,42.333333,-71.55
CLK,43.6,-81.533333
OBT,17.916667,-142.05
PHO,68.35,-166.8
RUT,43.533333,-72.95
SWW,32.466667,-100.466667
SZZ,53.583333,14.9
QRA,-26.2425,28.151111
BEB,57.483333,-7.366667
CAX,54.933333,-2.8
GBH,68.466667,-149.483333
DGN,77.533333,15.35
ZGU,-14.833333,167.666667
DLV,-12.416667,130.341667
BGK,16.516667000000000,-88.416667
CRQ,-17.65,-39.25
ZJN,57.466667,-1.716667
LIL,50.566667,3.1
PRY,-25.65,28.216667
DWA,-13.0,34.133333
JUM,29.283333,82.183333
BHU,21.75,72.183333
DAI,26.75,88.25
LAH,-0.616667,127.483333
FNR,58.233333,-134.916667
UKI,39.126667,-123.2
UKT,40.433333,-75.333333
NVI,41.210556,68.995
KYE,31.0,15.0
TOU,-20.35,164.266667
VAW,70.355278,31.045
AIH,-7.35,141.266667
FIN,-6.616667,147.85
DIQ,-20.75,-41.883333
YQE,49.683333,-115.983333
OOM,-36.3,148.966667
GLY,-20.083333,119.666667
HLY,53.316667,-4.633333
GSY,51.333333,0.033333
ILY,55.683333,-6.25
EWY,51.4,-1.316667
AOS,57.466667,-153.833333
OMR,47.016667,21.9
KVB,58.45,13.966667
AKP,68.133333,-151.733333
CBT,-12.483333,13.483333
UON,20.816667,102.0
SHP,45.016667,119.75
ISN,48.183333,-103.65
MNF,-17.661111,177.119444
VND,-23.35,47.6
WAE,20.5,45.166667
KEK,59.366667,-157.483333
PKD,46.9,-95.066667
BCS,30.05,-90.233333
YLB,54.756667,-112.0025
UKS,45.354722,34.474722
BUX,1.566667000000000,30.216667
CEO,-13.333333,14.5
AXA,18.204722,-63.055
DRR,-25.6,140.25
SXO,-11.633333,-50.666667
DJO,6.416667,-6.466667
FAE,62.063611,-7.276944
PLH,50.416667,-4.116667
HDH,3.866667,154.983333
CFN,55.044167,-8.341111
NGX,28.666667,84.25
BQS,50.416667,127.4
PRN,42.572778,21.035833
MWA,37.752778,-89.016667
TGJ,42.588056,19.147222
HVG,70.983333,25.833333
NBL,9.466667,-79.0
AUB,-7.1,-41.983333
YTL,53.75,-90.0
YWN,55.25,-85.116667
ABR,45.45,-98.433333
PUW,46.75,-117.116667
DAX,31.3,107.5
SSH,27.977222,34.395
ZRM,-1.883333,138.766667
YPT,49.5,-124.033333
WSG,40.166667,-80.25
LNY,20.783333,-156.95
ENL,38.516667,-89.091667
MPU,-2.916667,151.416667
EAM,17.6,44.416667
OHC,63.316667,-168.966667
HPY,29.733333000000000,-94.966667
HZG,32.983333,107.183333
VDB,61.083333,9.333333
ANK,39.949444,32.683056
KBP,50.35,30.916667
ZTZ,53.583333,13.15
VII,18.15,106.266667
EKD,-21.033333,135.25
MMM,-22.8025,148.704722
STH,-17.833333,142.533333
WSY,-20.283333,148.783333
BTA,4.583333,13.683333
BON,12.131111,-68.268611
KME,-2.45,28.95
FOA,60.116667,-2.05
PME,50.833333,-1.05
SUV,-18.033333,178.566667
AGF,44.183333,0.6000000000000000
MCD,45.865,-84.637222
NWS,5.5,-70.483333
TRT,-7.8,-38.283333
OYP,3.9,-51.8
KNE,-5.283333,144.7
CKH,70.633333,147.883333
XSP,1.366667,103.966667
MWO,39.531111,-84.395278
DPG,48.583333,-81.016667
EDG,49.783333,-1.133333
YKM,46.566667,-120.533333
TUH,52.777222,-8.404167
BLV,44.166667,-77.383333
ORV,66.833333,-161.033333
DUE,-7.4,20.816667
MNQ,-24.883333,151.1
RSD,24.95,-76.083333
XFY,46.8,-71.25
ULS,8.65,-76.75
SEX,49.5,7.866667
CBO,7.2,124.166667
GOY,7.333333,81.616667
EVM,47.433333,-92.5
KKK,64.416667,-156.833333
MOD,37.625833,-120.954444
KOX,-4.533333,136.55
SKT,32.5,74.516667
KHV,48.833333,135.416667
FRK,-4.583333,55.95
ABN,5.483333,-54.05
SWI,51.566667,-1.783333000000000
TYR,32.354167,-95.4025
PNQ,18.583333,73.916667
LSX,5.05,97.316667
PSA,43.683333,10.4
ASJ,28.416667,129.7
PUI,-5.833333,142.833333
AKH,24.062778,47.580556
MCW,43.157778,-93.331389
BFO,-21.016667,31.583333
KOF,-25.440833,31.930278
ADF,37.916667,34.65
ADV,51.216667,-1.466667
MGT,-12.1,134.9
WWY,-33.933333,147.25
DBU,-21.522778,32.896111
MNH,7.75,83.0
USM,9.55,100.066667
TKT,16.883333,99.15
CKZ,40.133333,26.433333
OTS,48.5,-122.616667
COZ,18.9,-70.716667
HHZ,-17.533333,-142.533333
PMG,-22.533333,-55.733333
OMI,30.872222,49.541111
OIT,33.25,131.633333
CEN,27.383333,-109.85
OKS,41.4,-102.333333
STE,41.433333,20.166667
UNS,26.8,98.083333
KAM,15.366667,42.583333
NIX,15.236111,-9.583333
HLU,-21.25,165.616667
OSL,60.193889,11.100278
RIM,-6.333333,-77.416667
RYB,58.099444,38.9175
DMK,13.9125,100.606667
ZTL,42.095278,8.709722
OBA,-21.233333,139.033333
SJS,-17.816667,-60.75
VAH,41.616667,13.866667
DTM,51.518333,7.612222
CFU,39.601389,19.901944
JLO,45.5,12.6
CDW,40.875278,-74.281389
WAY,39.9,-80.144167
MXE,34.733333,-79.35
ALS,37.433333,-105.866667
NUL,64.733333,-158.1
SSW,48.7,-123.2
LIQ,2.216667,21.666667
YOE,55.733333,-117.2
YDP,56.533333,-61.666667
XLM,45.5,-73.583333
PYN,1.8,-78.166667
MNV,-14.116667,133.833333
PID,25.083333,-77.3
MGL,51.230278,6.504444
GTO,0.65,122.916667
CYU,10.85,121.0
XWL,57.716667,11.966667
BOH,50.78,-1.8425
MCS,-30.266667000000000,-57.633333
YDF,49.216667,-57.4
XLF,59.0,-69.0
YUY,48.216667,-78.833333
XVQ,45.583333,12.566667
KOJ,31.803333,130.719444
KTX,12.383333,-5.466667
FRM,43.65,-94.416667
MGC,41.7,-86.816667
LPJ,7.0,-67.666667
SAH,15.476389,44.219722
ELC,-12.016667,135.566667
MBH,-25.516667000000000,152.716667
YMF,48.816667,-123.2
WNN,52.916667,-89.166667
CUO,1.033333,-71.233333
KSX,-6.6,146.183333
SUG,9.766667,125.483333
OPO,41.248056,-8.681389
KSL,15.3875,36.328889
UPV,51.283333,-1.816667000000000
CNM,32.333333,-104.266667
SOC,-7.5,110.75
DGB,58.083333,-152.75
EAR,40.733333,-99.016667
MVC,10.1,18.75
MLI,41.45,-90.516667
WDA,14.866667,45.55
ORE,47.916667,1.9
JSH,35.7,26.195278
BUP,30.166667,74.966667
ZJE,38.633333,15.066667
CNU,37.683333,-95.45
STX,17.716667,-64.783333
PEN,5.3,100.266667
KIM,-28.8,24.766667000000000
ARX,40.219444,-74.09
APZ,-38.916667,-70.083333
AHO,40.633333,8.283333
SIZ,-3.0,142.05
PBZ,-34.090278,23.327778
JMM,11.383333,8.283333
KVC,55.066667,-162.316667
KWP,57.766667,-153.55
TTC,-25.4,-70.483333
YKQ,51.4875,-78.75
BNV,-6.416667,146.816667
YSV,58.466667,-62.633333
ULC,19.333333,-72.2
BIQ,43.466667,-1.533333000000000
PWK,42.0,-87.966667
RHV,22.916667,-80.883333
DIW,6.966667,81.0
KYD,22.083333,121.5
SCS,60.43,-1.296111
AVX,33.333333,-118.35
DBN,32.55,-82.983333
BQB,-33.6925,115.395278
CRJ,-31.9,132.3
HUB,-16.483333,130.633333
BZT,29.05,-95.566667
OSU,40.066667,-83.066667
RNG,40.094722,-108.760556
JAQ,-5.6,151.516667
MUO,-32.816667,27.133333
ARC,68.116667,-145.583333
VLN,10.15,-68.033333
KKY,52.65,-7.25
BQQ,-11.066667,-43.166667
CFQ,49.036944,-116.498333
YFB,63.75,-68.55
NKC,18.089722,-15.953889
BYB,25.6,56.233333
UTU,9.416667,-78.6
BKL,41.511111,-81.688889
SUW,46.733333,-92.166667
YGT,69.4,-81.816667
ZNG,53.0,-97.266667
CVQ,-24.883333,113.666667
KHL,22.8,89.55
YNT,37.401667,121.371667
OLU,41.448056,-97.342778
TWH,41.633333,-120.05
DZO,-33.358889,-56.499167
CGJ,-12.533333,27.866667
GUW,47.121944,51.821389000000000
TCY,48.783333,-87.1
TTH,17.666111,54.024722
MKN,-4.016667,153.675
MDU,-6.166667,143.666667
MBO,13.233333,120.6
PNH,11.55,104.85
WCH,-42.933333,-72.716667
ROI,16.066667,103.65
EMA,52.831111,-1.328056
BFI,47.53,-122.301944
FAI,64.816667,-147.866667
MOP,43.616667,-84.733333
LPU,0.583333,115.6
YZG,62.241667,-75.616667
BEN,32.116667,20.066667
NCG,30.3975,-107.875
NHS,29.55,66.0
NHT,51.55,-0.383333
RIT,9.25,-78.5
AMV,69.766667,61.55
ULX,-24.783333,31.35
MSE,51.366667,1.35
CBA,57.716667,-135.2
EUG,44.116667,-123.216667
PUR,-11.116667,-67.5
PRF,55.122222,-132.05
KIL,-9.3,28.383333
TJH,35.512778,134.786944
MXW,45.766667,106.283333
GBZ,-36.166667,175.333333
DDM,-8.75,147.45
NNB,-10.833333,162.466667
CEC,41.783333,-124.233333
VCL,15.405833,108.7
UTT,-31.583333,28.783333
ADX,56.366667,-2.866667
FMI,-5.883333,29.25
YYR,53.316667,-60.416667
RPN,32.983333,35.566667
BAC,4.583333,-72.966667
RIA,-29.683056,-53.691667
KNY,-1.25,36.7
PYA,5.75,-74.4
JDP,-44.066667,-70.483333
XKH,19.5,103.0
CXL,32.666667,-115.516667
RZN,54.641389,39.569444
DUK,-28.366667,32.235556
XYI,57.5,15.566667
BOL,55.166667,-6.766667
CAO,36.45,-103.183333
IKK,41.066667,-87.85
MVE,44.969167,-95.710278
RES,-27.466667,-58.983333
YPR,54.283333,-130.45
